name,img,threeD,in: Max Height[ft],in: Average Tower Floorplate[sqft],in: Position Index,out: Plaza Analysis Area[sqft],out: Average Daylight Hours Equinox[hr],out: Facade Analysis Area[sqft],out: Area with View[sqft],out: Empire State[sqft],out: Central Park[sqft],out: East River[sqft],out: Daylight Evaluation Score[%]
0422,design_explorer_data/kpf/Images/0422.png,design_explorer_data/kpf/Json/0422.json,1022.0,17890.909091,2,38650.0,4.090457,596801.815464,291174.78808,73105.186877,145961.193134,153921.239489,91.49
0423,design_explorer_data/kpf/Images/0423.png,design_explorer_data/kpf/Json/0423.json,1092.0,16512.676056,2,38650.0,4.090457,611136.081516,306964.755383,76688.753389,154156.660785,171970.788772,91.595
0424,design_explorer_data/kpf/Images/0424.png,design_explorer_data/kpf/Json/0424.json,868.0,21163.636364,2,38650.0,4.110724,555936.288029,256454.370772,64404.577229,130555.061671,119497.649316,90.894167
0425,design_explorer_data/kpf/Images/0425.png,design_explorer_data/kpf/Json/0425.json,924.0,19871.186441,2,38650.0,4.110724,572436.031166,272954.113909,68529.513013,138804.93324,134189.863188,91.4475
0426,design_explorer_data/kpf/Images/0426.png,design_explorer_data/kpf/Json/0426.json,994.0,18187.5,2,38650.0,4.110724,586770.297218,287288.37996,72113.079526,145972.066266,145797.881909,91.19
0427,design_explorer_data/kpf/Images/0427.png,design_explorer_data/kpf/Json/0427.json,966.0,18793.548387,2,38650.0,4.110724,581941.376545,282452.878292,70905.849358,142583.768707,146678.790874,91.594167
0428,design_explorer_data/kpf/Images/0428.png,design_explorer_data/kpf/Json/0428.json,1050.0,17241.176471,2,38650.0,4.110724,603270.040355,303781.542102,76238.01531,153248.100612,162677.874663,91.774167
0429,design_explorer_data/kpf/Images/0429.png,design_explorer_data/kpf/Json/0429.json,1120.0,15945.205479,2,38650.0,4.110724,617604.306407,318747.807331,79821.581823,160640.553642,180271.612074,91.835
0430,design_explorer_data/kpf/Images/0430.png,design_explorer_data/kpf/Json/0430.json,1022.0,17781.818182,2,38650.0,4.117516,598441.119683,307947.790187,76744.086513,155042.48364,167865.546197,91.4875
0431,design_explorer_data/kpf/Images/0431.png,design_explorer_data/kpf/Json/0431.json,1092.0,16411.267606,2,38650.0,4.117516,612775.385734,322282.056239,80327.653026,162209.616666,178616.245735,91.993333
0432,design_explorer_data/kpf/Images/0432.png,design_explorer_data/kpf/Json/0432.json,1176.0,15225.974026,2,38650.0,4.117516,634104.049544,343610.720048,85659.818979,172873.948571,199331.877994,92.09
0433,design_explorer_data/kpf/Images/0433.png,design_explorer_data/kpf/Json/0433.json,1260.0,14168.674699,2,38650.0,4.117516,654572.808239,376312.783133,93551.012822,189594.16328,225826.010459,92.1675
0434,design_explorer_data/kpf/Images/0434.png,design_explorer_data/kpf/Json/0434.json,714.0,26400.0,2,42800.0,4.075651,510112.61258,203398.841524,50802.320157,102362.883898,71464.457833,92.825
0435,design_explorer_data/kpf/Images/0435.png,design_explorer_data/kpf/Json/0435.json,742.0,25382.608696,2,42800.0,4.075651,519950.048812,213236.277756,53261.679215,107281.602015,78444.795437,93.4075
0436,design_explorer_data/kpf/Images/0436.png,design_explorer_data/kpf/Json/0436.json,770.0,24150.0,2,42800.0,4.075651,526418.273703,219704.502647,54878.735438,110515.71446,85542.392912,93.215833
0437,design_explorer_data/kpf/Images/0437.png,design_explorer_data/kpf/Json/0437.json,826.0,22453.846154,2,42800.0,4.075651,542918.016841,236204.245784,59003.671222,118765.586029,101178.530389,93.993333
0438,design_explorer_data/kpf/Images/0438.png,design_explorer_data/kpf/Json/0438.json,896.0,20336.842105,2,42800.0,4.075651,557252.282892,250538.511836,62587.237735,125932.719054,114928.554102,94.294167
0439,design_explorer_data/kpf/Images/0439.png,design_explorer_data/kpf/Json/0439.json,770.0,24450.0,2,42800.0,4.075651,529787.485045,223069.638515,55892.282215,111537.435965,88694.468189,93.099167
0440,design_explorer_data/kpf/Images/0440.png,design_explorer_data/kpf/Json/0440.json,798.0,23304.0,2,42800.0,4.075651,536255.709936,229537.863406,57509.338438,114771.548411,95652.438573,93.459167
0441,design_explorer_data/kpf/Images/0441.png,design_explorer_data/kpf/Json/0441.json,854.0,21733.333333,2,42800.0,4.075651,552755.453073,246037.606543,61634.274222,123021.419979,111297.250999,94.165833
0442,design_explorer_data/kpf/Images/0442.png,design_explorer_data/kpf/Json/0442.json,924.0,19749.152542,2,42800.0,4.075651,567089.719125,260371.872595,65217.840735,130188.553005,124205.471118,94.554167
0443,design_explorer_data/kpf/Images/0443.png,design_explorer_data/kpf/Json/0443.json,826.0,22246.153846,2,42800.0,4.075651,542723.934827,237035.932029,59113.710054,119104.36388,105181.394111,93.749167
0444,design_explorer_data/kpf/Images/0444.png,design_explorer_data/kpf/Json/0444.json,882.0,20807.142857,2,42800.0,4.075651,559223.677964,253535.675166,63238.645839,127354.235449,120446.60297,94.35
0445,design_explorer_data/kpf/Images/0445.png,design_explorer_data/kpf/Json/0445.json,952.0,18963.934426,2,42800.0,4.075651,573557.944016,267869.941217,66822.212351,134521.368474,132515.605426,94.361667
0446,design_explorer_data/kpf/Images/0446.png,design_explorer_data/kpf/Json/0446.json,924.0,19627.118644,2,42800.0,4.075651,568729.023343,263797.834592,65612.88823,131320.778747,134088.101624,94.554167
0447,design_explorer_data/kpf/Images/0447.png,design_explorer_data/kpf/Json/0447.json,1008.0,17926.153846,2,42800.0,4.075651,590057.687153,285126.498401,70945.054183,141985.110651,150726.942386,94.398333
0448,design_explorer_data/kpf/Images/0448.png,design_explorer_data/kpf/Json/0448.json,1078.0,16525.714286,2,42800.0,4.075651,604391.953204,301734.995915,74738.425111,150582.085614,169198.686431,94.56
0449,design_explorer_data/kpf/Images/0449.png,design_explorer_data/kpf/Json/0449.json,784.0,23608.163265,2,42800.0,4.082076,531169.10671,229460.058945,58037.63635,115690.917492,92437.427431,93.771667
0450,design_explorer_data/kpf/Images/0450.png,design_explorer_data/kpf/Json/0450.json,826.0,22523.076923,2,42800.0,4.082076,546093.146168,244384.098404,61768.646214,123152.937221,105791.621339,94.043333
0451,design_explorer_data/kpf/Images/0451.png,design_explorer_data/kpf/Json/0451.json,882.0,21064.285714,2,42800.0,4.082076,562592.889305,260883.841541,65893.581999,131402.80879,121056.830198,94.58
0452,design_explorer_data/kpf/Images/0452.png,design_explorer_data/kpf/Json/0452.json,952.0,19200.0,2,42800.0,4.082076,576927.155357,275218.107592,69477.148511,138569.941815,133125.832654,94.5475
0453,design_explorer_data/kpf/Images/0453.png,design_explorer_data/kpf/Json/0453.json,854.0,21533.333333,2,42800.0,4.082076,552561.371059,251751.600368,63385.702437,127320.756386,115168.26518,94.138333
0454,design_explorer_data/kpf/Images/0454.png,design_explorer_data/kpf/Json/0454.json,910.0,20193.103448,2,42800.0,4.082076,569061.114197,268251.343505,67510.638221,135570.627955,130051.776517,94.753333
0455,design_explorer_data/kpf/Images/0455.png,design_explorer_data/kpf/Json/0455.json,980.0,18457.142857,2,42800.0,4.082076,583395.380248,282585.609557,71094.204734,142737.76098,141877.058312,95.050833
0456,design_explorer_data/kpf/Images/0456.png,design_explorer_data/kpf/Json/0456.json,952.0,19081.967213,2,42800.0,4.082076,578566.459576,277940.807081,69886.974566,139347.369468,142924.794814,94.804167
0457,design_explorer_data/kpf/Images/0457.png,design_explorer_data/kpf/Json/0457.json,1036.0,17480.597015,2,42800.0,4.082076,599895.123385,299269.470891,75219.140518,150011.701373,159133.683019,95.0025
0458,design_explorer_data/kpf/Images/0458.png,design_explorer_data/kpf/Json/0458.json,1106.0,16150.0,2,42800.0,4.082076,614229.389437,314839.290052,78802.707031,157805.661714,177149.615192,95.020833
0459,design_explorer_data/kpf/Images/0459.png,design_explorer_data/kpf/Json/0459.json,882.0,20614.285714,2,42800.0,4.095511,559029.595951,264213.95839,66344.474133,134434.85548,125317.340029,94.678333
0460,design_explorer_data/kpf/Images/0460.png,design_explorer_data/kpf/Json/0460.json,938.0,19380.0,2,42800.0,4.095511,575529.339088,280713.701527,70469.409917,142684.727049,139818.256437,95.239167
0461,design_explorer_data/kpf/Images/0461.png,design_explorer_data/kpf/Json/0461.json,1008.0,17760.0,2,42800.0,4.095511,589863.605139,295047.967578,74052.97643,149851.860075,151211.298879,94.98
0462,design_explorer_data/kpf/Images/0462.png,design_explorer_data/kpf/Json/0462.json,980.0,18342.857143,2,42800.0,4.095511,585034.684467,290215.457272,72845.746262,146659.64616,151922.794376,95.3875
0463,design_explorer_data/kpf/Images/0463.png,design_explorer_data/kpf/Json/0463.json,1064.0,16852.173913,2,42800.0,4.095511,606363.348276,311544.121081,78177.912214,157323.978064,167919.292233,95.5625
0464,design_explorer_data/kpf/Images/0464.png,design_explorer_data/kpf/Json/0464.json,1134.0,15600.0,2,42800.0,4.095511,620697.614328,325909.418311,81761.478727,164314.923784,184886.202329,95.635
0465,design_explorer_data/kpf/Images/0465.png,design_explorer_data/kpf/Json/0465.json,1036.0,17373.134328,2,42800.0,4.098334,601534.427604,314942.187945,78492.685953,158539.682519,173111.344515,95.545
0466,design_explorer_data/kpf/Images/0466.png,design_explorer_data/kpf/Json/0466.json,1106.0,16050.0,2,42800.0,4.098334,615868.693655,329276.453997,82076.252466,165706.815545,183862.044054,95.94
0467,design_explorer_data/kpf/Images/0467.png,design_explorer_data/kpf/Json/0467.json,1190.0,14907.692308,2,42800.0,4.098334,637197.357465,350605.117807,87408.418418,176371.14745,204147.723756,95.98
0468,design_explorer_data/kpf/Images/0468.png,design_explorer_data/kpf/Json/0468.json,1274.0,13885.714286,2,42800.0,4.098334,657666.116161,382447.275778,95084.635983,192661.409602,230426.879942,96.445833
0469,design_explorer_data/kpf/Images/0469.png,design_explorer_data/kpf/Json/0469.json,812.0,22800.0,2,45900.0,4.220324,541006.542942,246371.68808,62265.543633,124146.732059,105121.149282,95.674167
0470,design_explorer_data/kpf/Images/0470.png,design_explorer_data/kpf/Json/0470.json,840.0,21781.132075,2,45900.0,4.220324,547474.767833,252839.912971,63882.599856,127380.844505,111963.049701,96.468333
0471,design_explorer_data/kpf/Images/0471.png,design_explorer_data/kpf/Json/0471.json,896.0,20400.0,2,45900.0,4.220324,563974.51097,269339.656108,68007.53564,135630.716073,127037.559367,97.15
0472,design_explorer_data/kpf/Images/0472.png,design_explorer_data/kpf/Json/0472.json,966.0,18619.354839,2,45900.0,4.220324,578308.777022,283673.92216,71591.102153,142797.849099,138886.413682,97.111667
0473,design_explorer_data/kpf/Images/0473.png,design_explorer_data/kpf/Json/0473.json,882.0,20871.428571,2,45900.0,4.220324,562398.807292,268510.917805,67613.609721,135607.950476,127172.068861,96.601667
0474,design_explorer_data/kpf/Images/0474.png,design_explorer_data/kpf/Json/0474.json,938.0,19620.0,2,45900.0,4.220324,578898.550429,285010.660943,71738.545505,143857.822045,141672.985269,97.163333
0475,design_explorer_data/kpf/Images/0475.png,design_explorer_data/kpf/Json/0475.json,1008.0,17981.538461,2,45900.0,4.220324,593232.816481,299344.926994,75322.112018,151024.95507,153066.027712,96.901667
0476,design_explorer_data/kpf/Images/0476.png,design_explorer_data/kpf/Json/0476.json,980.0,18571.428571,2,45900.0,4.220324,588403.895808,294512.416688,74114.88185,147832.741155,153777.523208,97.230833
0477,design_explorer_data/kpf/Images/0477.png,design_explorer_data/kpf/Json/0477.json,1064.0,17060.869565,2,45900.0,4.220324,609732.559618,315841.080497,79447.047802,158497.07306,169774.021065,97.41
0478,design_explorer_data/kpf/Images/0478.png,design_explorer_data/kpf/Json/0478.json,1134.0,15794.594595,2,45900.0,4.220324,624066.825669,330206.377727,83030.614315,165488.01878,186740.931161,97.4075
0479,design_explorer_data/kpf/Images/0479.png,design_explorer_data/kpf/Json/0479.json,910.0,20006.896552,2,45900.0,4.223411,568867.032183,279733.133625,70224.267942,142194.443098,136956.721456,97.163333
0480,design_explorer_data/kpf/Images/0480.png,design_explorer_data/kpf/Json/0480.json,966.0,18851.612903,2,45900.0,4.223411,585366.77532,296232.876763,74349.203726,150444.314667,151075.042934,97.4575
0481,design_explorer_data/kpf/Images/0481.png,design_explorer_data/kpf/Json/0481.json,1036.0,17319.402985,2,45900.0,4.223411,599701.041372,310567.142814,77932.770239,157611.447692,161846.429924,97.541667
0482,design_explorer_data/kpf/Images/0482.png,design_explorer_data/kpf/Json/0482.json,1008.0,17870.769231,2,45900.0,4.223411,594872.120699,305931.912696,76725.540071,155002.69853,162410.801379,97.396667
0483,design_explorer_data/kpf/Images/0483.png,design_explorer_data/kpf/Json/0483.json,1092.0,16461.971831,2,45900.0,4.223411,616200.784509,327260.576506,82057.706023,165667.030434,178407.299236,97.8975
0484,design_explorer_data/kpf/Images/0484.png,design_explorer_data/kpf/Json/0484.json,1162.0,15268.421053,2,45900.0,4.223411,630535.05056,341405.725593,85641.272536,172836.749392,194115.382839,98.213333
0485,design_explorer_data/kpf/Images/0485.png,design_explorer_data/kpf/Json/0485.json,1064.0,16956.521739,2,45900.0,4.223411,611371.863836,328930.983462,81989.884832,165534.080277,183602.941153,98.058333
0486,design_explorer_data/kpf/Images/0486.png,design_explorer_data/kpf/Json/0486.json,1134.0,15697.297297,2,45900.0,4.223411,625706.129888,343265.249513,85573.451345,172701.213303,194353.640691,98.393333
0487,design_explorer_data/kpf/Images/0487.png,design_explorer_data/kpf/Json/0487.json,1218.0,14610.0,2,45900.0,4.223411,647034.793697,364593.913323,90905.617297,183365.545208,213779.415279,98.288333
0488,design_explorer_data/kpf/Images/0488.png,design_explorer_data/kpf/Json/0488.json,1302.0,13632.558139,2,45900.0,4.223411,667503.552393,394716.261066,98151.882305,198795.902246,239628.618908,98.87
0489,design_explorer_data/kpf/Images/0489.png,design_explorer_data/kpf/Json/0489.json,952.0,19200.0,2,49500.0,4.325093,583094.844692,303011.896479,76043.958655,153833.824525,154415.793596,99.155
0490,design_explorer_data/kpf/Images/0490.png,design_explorer_data/kpf/Json/0490.json,994.0,18131.25,2,49500.0,4.325093,591835.000211,311752.051998,78228.997535,158203.902285,162522.827759,99.179167
0491,design_explorer_data/kpf/Images/0491.png,design_explorer_data/kpf/Json/0491.json,1064.0,16695.652174,2,49500.0,4.325093,606169.266263,326086.31805,81812.564048,165371.03531,172123.309927,99.7175
0492,design_explorer_data/kpf/Images/0492.png,design_explorer_data/kpf/Json/0492.json,1036.0,17211.940298,2,49500.0,4.325093,601340.34559,321257.397377,80605.33388,162956.574974,172897.013565,99.418333
0493,design_explorer_data/kpf/Images/0493.png,design_explorer_data/kpf/Json/0493.json,1120.0,15895.890411,2,49500.0,4.325093,622669.0094,342586.061187,85937.499832,173620.906879,188893.511423,99.7875
0494,design_explorer_data/kpf/Images/0494.png,design_explorer_data/kpf/Json/0494.json,1190.0,14769.230769,2,49500.0,4.325093,637003.275452,356920.327239,89521.066345,180788.039905,203933.392806,99.64
0495,design_explorer_data/kpf/Images/0495.png,design_explorer_data/kpf/Json/0495.json,1092.0,16360.56338,2,49500.0,4.325093,617840.088727,342919.479842,85487.083711,172528.478036,194094.238654,99.975
0496,design_explorer_data/kpf/Images/0496.png,design_explorer_data/kpf/Json/0496.json,1162.0,15173.68421,2,49500.0,4.325093,632174.354779,357253.745894,89070.650224,179695.611061,204844.938192,100.493333
0497,design_explorer_data/kpf/Images/0497.png,design_explorer_data/kpf/Json/0497.json,1246.0,14151.219512,2,49500.0,4.325093,653503.018589,378582.409703,94402.816176,190359.942966,223418.565461,100.338333
0498,design_explorer_data/kpf/Images/0498.png,design_explorer_data/kpf/Json/0498.json,1330.0,13227.272727,2,49500.0,4.325093,673971.777284,406987.533149,101219.128627,204930.39489,248832.64467,100.486667
0499,design_explorer_data/kpf/Images/0499.png,design_explorer_data/kpf/Json/0499.json,1148.0,15600.0,2,52775.0,4.364133,634339.831865,370897.370011,92481.481469,186517.273552,215077.731064,102.540833
0500,design_explorer_data/kpf/Images/0500.png,design_explorer_data/kpf/Json/0500.json,1218.0,14520.0,2,52775.0,4.364133,648674.097916,385231.636062,96065.047982,193684.406578,225828.430603,102.631667
0501,design_explorer_data/kpf/Images/0501.png,design_explorer_data/kpf/Json/0501.json,1288.0,13567.058823,2,52775.0,4.364133,663008.363968,399565.902114,99648.614495,200851.539603,237897.433059,102.968333
0502,design_explorer_data/kpf/Images/0502.png,design_explorer_data/kpf/Json/0502.json,1386.0,12743.478261,2,52775.0,4.364133,690471.520421,431766.638455,107353.621271,217225.239493,267451.398017,103.095
0503,design_explorer_data/kpf/Images/0503.png,design_explorer_data/kpf/Json/0503.json,1456.0,12000.0,2,56300.0,4.503857,704805.786473,462195.68015,115021.737076,232535.611789,290238.183222,105.2575
0504,design_explorer_data/kpf/Images/0504.png,design_explorer_data/kpf/Json/0504.json,644.0,30000.0,1,37775.0,2.927758,488039.896373,156404.187923,38797.93809,74564.787266,53347.164873,84.288333
0505,design_explorer_data/kpf/Images/0505.png,design_explorer_data/kpf/Json/0505.json,658.0,29010.0,1,37775.0,2.927758,491133.204294,159560.054335,39571.26507,76173.999717,57273.613172,85.389167
0506,design_explorer_data/kpf/Images/0506.png,design_explorer_data/kpf/Json/0506.json,686.0,27771.428571,1,37775.0,2.927758,500970.640527,169576.584633,42030.624128,81271.811899,62801.422534,86.375
0507,design_explorer_data/kpf/Images/0507.png,design_explorer_data/kpf/Json/0507.json,714.0,26318.181818,1,37775.0,2.927758,507438.865418,176231.550868,43647.680351,84692.665688,66708.204803,87.16
0508,design_explorer_data/kpf/Images/0508.png,design_explorer_data/kpf/Json/0508.json,770.0,24300.0,1,37775.0,2.927758,523938.608555,192730.396597,47772.616135,92941.639848,82519.486392,86.796667
0509,design_explorer_data/kpf/Images/0509.png,design_explorer_data/kpf/Json/0509.json,840.0,21849.056604,1,37775.0,2.927758,538272.874607,207264.123338,51356.182648,100308.233564,98541.155635,87.213333
0510,design_explorer_data/kpf/Images/0510.png,design_explorer_data/kpf/Json/0510.json,672.0,28068.292683,1,37775.0,2.92853,494226.512216,166607.745132,40945.153559,79855.184054,61540.961896,85.6975
0511,design_explorer_data/kpf/Images/0511.png,design_explorer_data/kpf/Json/0511.json,700.0,26902.325581,1,37775.0,2.92853,504063.948448,176632.125553,43404.512617,84960.846359,67100.17175,86.750833
0512,design_explorer_data/kpf/Images/0512.png,design_explorer_data/kpf/Json/0512.json,728.0,25520.0,1,37775.0,2.92853,510532.173339,183098.538357,45021.56884,88193.146718,71804.65782,87.628333
0513,design_explorer_data/kpf/Images/0513.png,design_explorer_data/kpf/Json/0513.json,784.0,23608.163265,1,37775.0,2.92853,527031.916477,199597.982359,49146.504625,96442.71915,88009.303242,87.263333
0514,design_explorer_data/kpf/Images/0514.png,design_explorer_data/kpf/Json/0514.json,854.0,21266.666667,1,37775.0,2.92853,541366.182528,214126.537237,52730.071137,103804.141002,103601.019927,87.840833
0515,design_explorer_data/kpf/Images/0515.png,design_explorer_data/kpf/Json/0515.json,728.0,25840.0,1,37775.0,2.92853,513901.384681,189389.716868,46506.980121,90939.586562,76926.238679,86.974167
0516,design_explorer_data/kpf/Images/0516.png,design_explorer_data/kpf/Json/0516.json,756.0,24561.702128,1,37775.0,2.92853,520369.609572,195857.941759,48124.036344,94173.699008,82850.837578,87.663333
0517,design_explorer_data/kpf/Images/0517.png,design_explorer_data/kpf/Json/0517.json,812.0,22800.0,1,37775.0,2.92853,536869.352709,212357.684896,52248.972128,102423.570577,98483.684558,87.564167
0518,design_explorer_data/kpf/Images/0518.png,design_explorer_data/kpf/Json/0518.json,882.0,20614.285714,1,37775.0,2.92853,551203.61876,226691.950948,55832.538641,109590.703602,113220.667992,88.155833
0519,design_explorer_data/kpf/Images/0519.png,design_explorer_data/kpf/Json/0519.json,784.0,23387.755102,1,37775.0,2.928971,526837.834463,206833.424536,50437.319516,100906.970648,92541.165247,87.335833
0520,design_explorer_data/kpf/Images/0520.png,design_explorer_data/kpf/Json/0520.json,840.0,21781.132075,1,37775.0,2.928971,543337.5776,223333.167674,54562.255301,109156.842217,107019.646442,88.011667
0521,design_explorer_data/kpf/Images/0521.png,design_explorer_data/kpf/Json/0521.json,910.0,19758.62069,1,37775.0,2.928971,557671.843652,237667.433725,58145.821814,116323.975242,120907.068488,88.346667
0522,design_explorer_data/kpf/Images/0522.png,design_explorer_data/kpf/Json/0522.json,882.0,20485.714286,1,37775.0,2.928971,552842.922979,235315.209467,57703.781505,115632.986908,120459.377866,87.980833
0523,design_explorer_data/kpf/Images/0523.png,design_explorer_data/kpf/Json/0523.json,966.0,18619.354839,1,37775.0,2.928971,574171.586789,256643.873277,63035.947458,126297.318812,137955.53781,88.130833
0524,design_explorer_data/kpf/Images/0524.png,design_explorer_data/kpf/Json/0524.json,1036.0,17104.477612,1,37775.0,2.928971,588505.85284,276736.296047,67479.419085,136150.534337,158989.239642,87.850833
0525,design_explorer_data/kpf/Images/0525.png,design_explorer_data/kpf/Json/0525.json,700.0,27237.209302,1,37775.0,2.969232,507019.304659,184632.31281,45494.615066,88904.060275,70895.775145,86.15
0526,design_explorer_data/kpf/Images/0526.png,design_explorer_data/kpf/Json/0526.json,728.0,26160.0,1,37775.0,2.969232,516856.740892,194469.749042,47953.974124,93822.778391,77863.02921,87.0125
0527,design_explorer_data/kpf/Images/0527.png,design_explorer_data/kpf/Json/0527.json,756.0,24868.085106,1,37775.0,2.969232,523324.965783,200937.973933,49571.030347,97056.890837,83787.628109,87.59
0528,design_explorer_data/kpf/Images/0528.png,design_explorer_data/kpf/Json/0528.json,812.0,23082.352941,1,37775.0,2.969232,539824.70892,217437.71707,53695.966131,105306.762405,99420.475089,87.45
0529,design_explorer_data/kpf/Images/0529.png,design_explorer_data/kpf/Json/0529.json,882.0,20871.428571,1,37775.0,2.969232,554158.974972,231771.983122,57279.532644,112473.895431,114157.458523,87.87
0530,design_explorer_data/kpf/Images/0530.png,design_explorer_data/kpf/Json/0530.json,756.0,25174.468085,1,37775.0,2.969232,526694.177124,206060.033254,50734.887405,99303.487014,89076.206689,87.466667
0531,design_explorer_data/kpf/Images/0531.png,design_explorer_data/kpf/Json/0531.json,784.0,23975.510204,1,37775.0,2.969232,533162.402015,212528.258145,52351.943628,102537.59946,95261.842484,87.414167
0532,design_explorer_data/kpf/Images/0532.png,design_explorer_data/kpf/Json/0532.json,840.0,22324.528302,1,37775.0,2.969232,549662.145153,229028.001282,56476.879412,110787.471029,109740.323679,87.960833
0533,design_explorer_data/kpf/Images/0533.png,design_explorer_data/kpf/Json/0533.json,910.0,20255.172414,1,37775.0,2.969232,563996.411204,243362.267334,60060.445925,117954.604054,123627.745725,88.266667
0534,design_explorer_data/kpf/Images/0534.png,design_explorer_data/kpf/Json/0534.json,812.0,22870.588235,1,37775.0,2.969232,539630.626906,222452.152151,54317.113325,108545.650764,104401.006555,87.6425
0535,design_explorer_data/kpf/Images/0535.png,design_explorer_data/kpf/Json/0535.json,868.0,21360.0,1,37775.0,2.969232,556130.370044,238951.895288,58442.04911,116795.522333,117721.532331,88.31
0536,design_explorer_data/kpf/Images/0536.png,design_explorer_data/kpf/Json/0536.json,938.0,19440.0,1,37775.0,2.969232,570464.636095,253286.16134,62025.615622,123962.655358,130790.424166,88.6725
0537,design_explorer_data/kpf/Images/0537.png,design_explorer_data/kpf/Json/0537.json,910.0,20131.034483,1,37775.0,2.969232,565635.715423,250173.533401,61200.980384,122890.268638,131557.618948,88.073333
0538,design_explorer_data/kpf/Images/0538.png,design_explorer_data/kpf/Json/0538.json,994.0,18356.25,1,37775.0,2.969232,586964.379233,271502.197211,66533.146337,133554.600543,148235.248682,88.0325
0539,design_explorer_data/kpf/Images/0539.png,design_explorer_data/kpf/Json/0539.json,1064.0,16904.347826,1,37775.0,2.969232,601298.645284,290118.231277,70546.665407,142775.816889,168813.138642,88.355833
0540,design_explorer_data/kpf/Images/0540.png,design_explorer_data/kpf/Json/0540.json,770.0,24300.0,1,37775.0,2.969232,528075.798789,214662.383452,52848.841047,103583.728452,95512.269092,87.640833
0541,design_explorer_data/kpf/Images/0541.png,design_explorer_data/kpf/Json/0541.json,812.0,23152.941176,1,37775.0,2.969232,542999.838248,229586.422911,56579.850912,111045.748181,107510.347254,87.9425
0542,design_explorer_data/kpf/Images/0542.png,design_explorer_data/kpf/Json/0542.json,868.0,21621.818182,1,37775.0,2.969232,559499.581385,246086.166048,60704.786696,119295.61975,120830.873029,88.131667
0543,design_explorer_data/kpf/Images/0543.png,design_explorer_data/kpf/Json/0543.json,938.0,19680.0,1,37775.0,2.969232,573833.847437,260420.4321,64288.353209,126462.752776,133899.764865,88.46
0544,design_explorer_data/kpf/Images/0544.png,design_explorer_data/kpf/Json/0544.json,840.0,22120.754717,1,37775.0,2.969232,549468.063139,238261.114283,58196.907134,116326.767063,116308.646197,88.340833
0545,design_explorer_data/kpf/Images/0545.png,design_explorer_data/kpf/Json/0545.json,896.0,20715.789474,1,37775.0,2.969232,565967.806276,254760.85742,62321.842919,124576.638632,129247.175315,88.854167
0546,design_explorer_data/kpf/Images/0546.png,design_explorer_data/kpf/Json/0546.json,966.0,18909.677419,1,37775.0,2.969232,580302.072328,269095.123471,65905.409431,131743.771657,141497.53694,89.010833
0547,design_explorer_data/kpf/Images/0547.png,design_explorer_data/kpf/Json/0547.json,938.0,19560.0,1,37775.0,2.969232,575473.151655,264834.728012,64698.179263,129903.220986,142703.060091,88.773333
0548,design_explorer_data/kpf/Images/0548.png,design_explorer_data/kpf/Json/0548.json,1022.0,17890.909091,1,37775.0,2.969232,596801.815465,286163.391822,70030.345216,140567.552891,158950.737268,88.705833
0549,design_explorer_data/kpf/Images/0549.png,design_explorer_data/kpf/Json/0549.json,1092.0,16512.676056,1,37775.0,2.969232,611136.081516,303697.26141,73613.911729,149545.82242,178689.409566,89.058333
0550,design_explorer_data/kpf/Images/0550.png,design_explorer_data/kpf/Json/0550.json,868.0,21163.636364,1,37775.0,3.022177,555936.28803,251604.628511,62076.700943,124153.401887,125705.31941,89.186667
0551,design_explorer_data/kpf/Images/0551.png,design_explorer_data/kpf/Json/0551.json,924.0,19871.186441,1,37775.0,3.022177,572436.031167,268104.371648,66201.636728,132403.273455,138649.831252,89.546667
0552,design_explorer_data/kpf/Images/0552.png,design_explorer_data/kpf/Json/0552.json,994.0,18187.5,1,37775.0,3.022177,586770.297219,282438.6377,69785.20324,139570.406481,150081.662667,89.448333
0553,design_explorer_data/kpf/Images/0553.png,design_explorer_data/kpf/Json/0553.json,966.0,18793.548387,1,37775.0,3.022177,581941.376546,277989.918868,68577.973072,137539.139347,151336.936535,89.399167
0554,design_explorer_data/kpf/Images/0554.png,design_explorer_data/kpf/Json/0554.json,1050.0,17241.176471,1,37775.0,3.022177,603270.040356,299318.582677,73910.139025,148203.471252,166965.544191,89.739167
0555,design_explorer_data/kpf/Images/0555.png,design_explorer_data/kpf/Json/0555.json,1120.0,15945.205479,1,37775.0,3.022177,617604.306408,315637.111899,77493.705538,156562.196552,185867.584758,90.015
0556,design_explorer_data/kpf/Images/0556.png,design_explorer_data/kpf/Json/0556.json,1022.0,17781.818182,1,37775.0,3.108433,598441.119684,301730.547736,75189.775901,150379.551802,169614.145637,89.245833
0557,design_explorer_data/kpf/Images/0557.png,design_explorer_data/kpf/Json/0557.json,1092.0,16411.267606,1,37775.0,3.108433,612775.385735,316064.813788,78773.342414,157546.684827,180364.845175,89.926667
0558,design_explorer_data/kpf/Images/0558.png,design_explorer_data/kpf/Json/0558.json,1176.0,15225.974026,1,37775.0,3.108433,634104.049545,337784.641182,84105.508366,168602.180317,201632.312736,89.943333
0559,design_explorer_data/kpf/Images/0559.png,design_explorer_data/kpf/Json/0559.json,1260.0,14168.674699,1,37775.0,3.134906,654572.80824,371136.804966,92017.389661,184801.590902,229276.662572,89.92
