name,img,threeD,in: Max Height,in: Average Tower Floorplate,in: Position Index,out: Plaza Analysis Area,out: Average Daylight Hours Equinox,out: Facade Analysis Area,out: Area with View,out: Empire State,out: Central Park,out: East River,out: Daylight Evaluation Score
0248,design_explorer_data/kpf/Images/0248.png,design_explorer_data/kpf/Json/0248.json,1218.0,14520.0,4,52775.0,4.82758,648674.097917,398637.5651,109470.977019,194850.139538,218251.166365,98.361667
0249,design_explorer_data/kpf/Images/0249.png,design_explorer_data/kpf/Json/0249.json,1288.0,13567.058824,4,52775.0,4.82758,663008.363969,412971.831151,113054.543532,202017.272564,230428.777944,98.370833
0250,design_explorer_data/kpf/Images/0250.png,design_explorer_data/kpf/Json/0250.json,1386.0,12743.478261,4,52775.0,4.82758,690471.520422,441631.407778,119920.332645,217214.895768,257858.495466,98.659167
0251,design_explorer_data/kpf/Images/0251.png,design_explorer_data/kpf/Json/0251.json,1456.0,12000.0,4,56850.0,4.890658,704805.786474,470822.310432,127482.425259,232343.908894,279694.52399,100.330833
0252,design_explorer_data/kpf/Images/0252.png,design_explorer_data/kpf/Json/0252.json,644.0,30000.0,3,38650.0,4.023402,488039.896373,166709.890228,42031.099597,84062.199194,50316.07596,87.270833
0253,design_explorer_data/kpf/Images/0253.png,design_explorer_data/kpf/Json/0253.json,658.0,29010.0,3,38650.0,4.023402,491133.204294,170017.782442,42804.426577,85608.853155,52788.595581,88.5775
0254,design_explorer_data/kpf/Images/0254.png,design_explorer_data/kpf/Json/0254.json,686.0,27771.428571,3,38650.0,4.023402,500970.640527,180044.779571,45263.785635,90527.571271,59243.275761,89.0625
0255,design_explorer_data/kpf/Images/0255.png,design_explorer_data/kpf/Json/0255.json,714.0,26318.181818,3,38650.0,4.023402,507438.865418,186513.004462,46880.841858,93761.683716,63911.520099,89.835
0256,design_explorer_data/kpf/Images/0256.png,design_explorer_data/kpf/Json/0256.json,770.0,24300.0,3,38650.0,4.023402,523938.608555,203012.747599,51005.777642,102011.555285,79333.027491,89.450833
0257,design_explorer_data/kpf/Images/0257.png,design_explorer_data/kpf/Json/0257.json,840.0,21849.056604,3,38650.0,4.023402,538272.874607,217155.310755,54589.344155,108986.985416,94028.292056,89.750833
0258,design_explorer_data/kpf/Images/0258.png,design_explorer_data/kpf/Json/0258.json,672.0,28068.292683,3,38650.0,4.023402,494226.512216,174985.959655,43219.884313,87916.835275,57308.063691,88.911667
0259,design_explorer_data/kpf/Images/0259.png,design_explorer_data/kpf/Json/0259.json,700.0,26902.325581,3,38650.0,4.023402,504063.948448,184823.395888,45679.243371,92835.553392,63412.405864,89.6575
0260,design_explorer_data/kpf/Images/0260.png,design_explorer_data/kpf/Json/0260.json,728.0,25520.0,3,38650.0,4.023402,510532.173339,191291.620779,47296.299594,96069.665837,69458.510988,90.264167
0261,design_explorer_data/kpf/Images/0261.png,design_explorer_data/kpf/Json/0261.json,784.0,23608.163265,3,38650.0,4.023402,527031.916476,207791.363916,51421.235378,104319.537406,84885.40283,89.974167
0262,design_explorer_data/kpf/Images/0262.png,design_explorer_data/kpf/Json/0262.json,854.0,21266.666667,3,38650.0,4.023402,541366.182528,222125.629967,55004.801891,111486.670432,99150.714839,90.594167
0263,design_explorer_data/kpf/Images/0263.png,design_explorer_data/kpf/Json/0263.json,728.0,25840.0,3,38650.0,4.023402,513901.384681,199604.814841,48813.111367,99666.738657,74570.632482,89.555833
0264,design_explorer_data/kpf/Images/0264.png,design_explorer_data/kpf/Json/0264.json,756.0,24561.702128,3,38650.0,4.023402,520369.609572,206073.039732,50430.16759,102900.851103,81646.484917,90.545
0265,design_explorer_data/kpf/Images/0265.png,design_explorer_data/kpf/Json/0265.json,812.0,22800.0,3,38650.0,4.023402,536869.352709,222572.782869,54555.103374,111150.722671,96696.166281,90.249167
0266,design_explorer_data/kpf/Images/0266.png,design_explorer_data/kpf/Json/0266.json,882.0,20614.285714,3,38650.0,4.023402,551203.61876,236907.048921,58138.669887,118317.855697,110101.573175,90.965833
0267,design_explorer_data/kpf/Images/0267.png,design_explorer_data/kpf/Json/0267.json,784.0,23387.755102,3,38650.0,4.023402,526837.834463,214811.250556,52765.195802,107761.273044,90560.853824,89.774167
0268,design_explorer_data/kpf/Images/0268.png,design_explorer_data/kpf/Json/0268.json,840.0,21781.132075,3,38650.0,4.023402,543337.5776,231310.993693,56890.131586,116011.144612,105426.416991,90.491667
0269,design_explorer_data/kpf/Images/0269.png,design_explorer_data/kpf/Json/0269.json,910.0,19758.62069,3,38650.0,4.023402,557671.843651,245645.259745,60473.698099,123178.277638,118171.379461,91.233333
0270,design_explorer_data/kpf/Images/0270.png,design_explorer_data/kpf/Json/0270.json,882.0,20485.714286,3,38650.0,4.023402,552842.922979,241167.225568,60035.247424,120358.188887,118088.993108,90.678333
0271,design_explorer_data/kpf/Images/0271.png,design_explorer_data/kpf/Json/0271.json,966.0,18619.354839,3,38650.0,4.023402,574171.586789,262495.889378,65367.413377,131022.520792,135183.645742,91.056667
0272,design_explorer_data/kpf/Images/0272.png,design_explorer_data/kpf/Json/0272.json,1036.0,17104.477612,3,38650.0,4.023402,588505.85284,280409.760151,68246.230665,140450.955622,155103.333244,90.7225
0273,design_explorer_data/kpf/Images/0273.png,design_explorer_data/kpf/Json/0273.json,700.0,27237.209302,3,38650.0,4.038818,507019.304659,192783.431342,47769.345819,96486.496119,66535.874534,89.3625
0274,design_explorer_data/kpf/Images/0274.png,design_explorer_data/kpf/Json/0274.json,728.0,26160.0,3,38650.0,4.038818,516856.740892,202620.867575,50228.704877,101405.214235,74432.616126,89.855
0275,design_explorer_data/kpf/Images/0275.png,design_explorer_data/kpf/Json/0275.json,756.0,24868.085106,3,38650.0,4.038818,523324.965783,209089.092466,51845.7611,104639.326681,81508.468561,90.77
0276,design_explorer_data/kpf/Images/0276.png,design_explorer_data/kpf/Json/0276.json,812.0,23082.352941,3,38650.0,4.038818,539824.70892,225588.835603,55970.696884,112889.19825,96558.149925,90.405833
0277,design_explorer_data/kpf/Images/0277.png,design_explorer_data/kpf/Json/0277.json,882.0,20871.428571,3,38650.0,4.038818,554158.974972,239923.101654,59554.263397,120056.331275,109963.55682,90.8775
0278,design_explorer_data/kpf/Images/0278.png,design_explorer_data/kpf/Json/0278.json,756.0,25174.468085,3,38650.0,4.038818,526694.177124,216211.429056,53025.318404,107730.517797,86972.719878,90.323333
0279,design_explorer_data/kpf/Images/0279.png,design_explorer_data/kpf/Json/0279.json,784.0,23975.510204,3,38650.0,4.038818,533162.402015,222679.653947,54642.374627,110964.630243,93533.650448,90.031667
0280,design_explorer_data/kpf/Images/0280.png,design_explorer_data/kpf/Json/0280.json,840.0,22324.528302,3,38650.0,4.038818,549662.145153,239179.397084,58767.310411,119214.501811,108399.213615,90.63
0281,design_explorer_data/kpf/Images/0281.png,design_explorer_data/kpf/Json/0281.json,910.0,20255.172414,3,38650.0,4.038818,563996.411204,253513.663135,62350.876924,126381.634837,121144.176084,91.325833
0282,design_explorer_data/kpf/Images/0282.png,design_explorer_data/kpf/Json/0282.json,812.0,22870.588235,3,38650.0,4.038818,539630.626906,230348.155133,56618.416845,115092.583502,102672.814518,90.559167
0283,design_explorer_data/kpf/Images/0283.png,design_explorer_data/kpf/Json/0283.json,868.0,21360.0,3,38650.0,4.038818,556130.370044,246847.89827,60743.352629,123342.45507,116576.206774,91.225
0284,design_explorer_data/kpf/Images/0284.png,design_explorer_data/kpf/Json/0284.json,938.0,19440.0,3,38650.0,4.038818,570464.636095,261182.164322,64326.919142,130509.588096,128870.529234,91.845
0285,design_explorer_data/kpf/Images/0285.png,design_explorer_data/kpf/Json/0285.json,910.0,20131.034483,3,38650.0,4.038818,565635.715423,255940.735102,63504.07872,127306.904415,129439.353577,91.309167
0286,design_explorer_data/kpf/Images/0286.png,design_explorer_data/kpf/Json/0286.json,994.0,18356.25,3,38650.0,4.038818,586964.379232,277269.398912,68836.244673,137971.23632,146101.467722,91.261667
0287,design_explorer_data/kpf/Images/0287.png,design_explorer_data/kpf/Json/0287.json,1064.0,16904.347826,3,38650.0,4.038818,601298.645284,295266.363458,72067.436573,147544.827278,165179.351631,91.499167
0288,design_explorer_data/kpf/Images/0288.png,design_explorer_data/kpf/Json/0288.json,770.0,24300.0,3,38650.0,4.03968,528075.798789,224271.263643,55154.972293,111847.365416,92821.782639,90.236667
0289,design_explorer_data/kpf/Images/0289.png,design_explorer_data/kpf/Json/0289.json,812.0,23152.941176,3,38650.0,4.03968,542999.838248,239195.303101,58885.982157,119309.385145,105396.393612,90.159167
0290,design_explorer_data/kpf/Images/0290.png,design_explorer_data/kpf/Json/0290.json,868.0,21621.818182,3,38650.0,4.03968,559499.581385,255695.046239,63010.917941,127559.256714,119299.785867,90.243333
0291,design_explorer_data/kpf/Images/0291.png,design_explorer_data/kpf/Json/0291.json,938.0,19680.0,3,38650.0,4.03968,573833.847436,270029.31229,66594.484454,134726.389739,131594.108328,90.813333
0292,design_explorer_data/kpf/Images/0292.png,design_explorer_data/kpf/Json/0292.json,840.0,22120.754717,3,38650.0,4.03968,549468.063139,246173.013598,60503.03838,123083.788669,114381.433899,90.626667
0293,design_explorer_data/kpf/Images/0293.png,design_explorer_data/kpf/Json/0293.json,896.0,20715.789474,3,38650.0,4.03968,565967.806276,262672.756735,64627.974164,131333.660238,128679.984803,91.3075
0294,design_explorer_data/kpf/Images/0294.png,design_explorer_data/kpf/Json/0294.json,966.0,18909.677419,3,38650.0,4.03968,580302.072328,277007.022787,68211.540677,138500.793264,140528.839118,91.585
0295,design_explorer_data/kpf/Images/0295.png,design_explorer_data/kpf/Json/0295.json,938.0,19560.0,3,38650.0,4.03968,575473.151655,271195.589943,67004.310509,135108.906071,140386.372732,91.300833
0296,design_explorer_data/kpf/Images/0296.png,design_explorer_data/kpf/Json/0296.json,1022.0,17890.909091,3,38650.0,4.03968,596801.815465,292524.253753,72336.476461,145773.237976,156618.534319,91.221667
0297,design_explorer_data/kpf/Images/0297.png,design_explorer_data/kpf/Json/0297.json,1092.0,16512.676056,3,38650.0,4.03968,611136.081516,309842.672354,75920.042974,154730.345345,174852.028703,91.675
0298,design_explorer_data/kpf/Images/0298.png,design_explorer_data/kpf/Json/0298.json,868.0,21163.636364,3,38650.0,4.045933,555936.28803,259752.19551,64404.577229,130555.061671,124347.391577,91.179167
0299,design_explorer_data/kpf/Images/0299.png,design_explorer_data/kpf/Json/0299.json,924.0,19871.186441,3,38650.0,4.045933,572436.031167,276251.938647,68529.513013,138804.93324,138457.636378,91.639167
0300,design_explorer_data/kpf/Images/0300.png,design_explorer_data/kpf/Json/0300.json,994.0,18187.5,3,38650.0,4.045933,586770.297219,290586.204698,72113.079526,145972.066266,149873.952204,91.658333
0301,design_explorer_data/kpf/Images/0301.png,design_explorer_data/kpf/Json/0301.json,966.0,18793.548387,3,38650.0,4.045933,581941.376546,284780.754578,70905.849358,142583.768707,149589.53364,91.675
0302,design_explorer_data/kpf/Images/0302.png,design_explorer_data/kpf/Json/0302.json,1050.0,17241.176471,3,38650.0,4.045933,603270.040356,306109.418388,76238.01531,153248.100612,165588.617428,91.843333
0303,design_explorer_data/kpf/Images/0303.png,design_explorer_data/kpf/Json/0303.json,1120.0,15945.205479,3,38650.0,4.045933,617604.306407,322225.900988,79821.581823,161407.365223,182791.191255,92.256667
0304,design_explorer_data/kpf/Images/0304.png,design_explorer_data/kpf/Json/0304.json,1022.0,17781.818182,3,38650.0,4.061026,598441.119683,308142.079014,77521.24182,154653.905987,168254.12385,91.425833
0305,design_explorer_data/kpf/Images/0305.png,design_explorer_data/kpf/Json/0305.json,1092.0,16411.267606,3,38650.0,4.061026,612775.385735,322476.345066,81104.808333,161821.039013,179004.823389,92.18
0306,design_explorer_data/kpf/Images/0306.png,design_explorer_data/kpf/Json/0306.json,1176.0,15225.974026,3,38650.0,4.061026,634104.049544,343805.008875,86436.974285,172485.370918,198945.886273,92.3725
0307,design_explorer_data/kpf/Images/0307.png,design_explorer_data/kpf/Json/0307.json,1260.0,14168.674699,3,38650.0,4.065122,654572.80824,376504.486029,92784.201241,189785.866176,226401.119145,92.544167
0308,design_explorer_data/kpf/Images/0308.png,design_explorer_data/kpf/Json/0308.json,714.0,26400.0,3,42000.0,3.986913,510112.612581,201882.354355,50044.076573,101035.957626,72033.140521,92.7125
0309,design_explorer_data/kpf/Images/0309.png,design_explorer_data/kpf/Json/0309.json,742.0,25382.608696,3,42000.0,3.986913,519950.048813,211719.790588,52503.435631,105954.675742,80740.459852,93.220833
0310,design_explorer_data/kpf/Images/0310.png,design_explorer_data/kpf/Json/0310.json,770.0,24150.0,3,42000.0,3.986913,526418.273704,218188.015479,54120.491853,109188.788188,87658.564329,93.554167
0311,design_explorer_data/kpf/Images/0311.png,design_explorer_data/kpf/Json/0311.json,826.0,22453.846154,3,42000.0,3.986913,542918.016841,234687.758616,58245.427638,117438.659756,102519.640454,93.736667
0312,design_explorer_data/kpf/Images/0312.png,design_explorer_data/kpf/Json/0312.json,896.0,20336.842105,3,42000.0,3.986913,557252.282893,249022.024667,61828.994151,124605.792782,115495.094791,94.038333
0313,design_explorer_data/kpf/Images/0313.png,design_explorer_data/kpf/Json/0313.json,770.0,24450.0,3,42000.0,3.986913,529787.485046,224804.470365,55131.421923,112116.585485,93109.319662,93.0675
0314,design_explorer_data/kpf/Images/0314.png,design_explorer_data/kpf/Json/0314.json,798.0,23304.0,3,42000.0,3.986913,536255.709937,231272.695256,56748.478146,115350.69793,99699.243617,93.224167
0315,design_explorer_data/kpf/Images/0315.png,design_explorer_data/kpf/Json/0315.json,854.0,21733.333333,3,42000.0,3.986913,552755.453074,247772.438393,60873.41393,123600.569499,113986.726483,93.783333
0316,design_explorer_data/kpf/Images/0316.png,design_explorer_data/kpf/Json/0316.json,924.0,19749.152542,3,42000.0,3.986913,567089.719125,262106.704445,64456.980443,130767.702525,126506.368948,94.375
0317,design_explorer_data/kpf/Images/0317.png,design_explorer_data/kpf/Json/0317.json,826.0,22246.153846,3,42000.0,3.986913,542723.934828,238596.707141,58545.027366,119302.782365,108664.350951,93.5275
0318,design_explorer_data/kpf/Images/0318.png,design_explorer_data/kpf/Json/0318.json,882.0,20807.142857,3,42000.0,3.986913,559223.677965,255096.450278,62669.96315,127552.653934,122959.611357,94.154167
0319,design_explorer_data/kpf/Images/0319.png,design_explorer_data/kpf/Json/0319.json,952.0,18963.934426,3,42000.0,3.986913,573557.944016,269430.71633,66253.529663,134719.786959,135028.613813,94.5025
0320,design_explorer_data/kpf/Images/0320.png,design_explorer_data/kpf/Json/0320.json,924.0,19627.118644,3,42000.0,3.986913,568729.023344,263807.290453,65238.494368,131325.506677,135050.089896,94.000833
0321,design_explorer_data/kpf/Images/0321.png,design_explorer_data/kpf/Json/0321.json,1008.0,17926.153846,3,42000.0,3.986913,590057.687154,285135.954263,70570.660321,141989.838582,151497.227763,93.955833
0322,design_explorer_data/kpf/Images/0322.png,design_explorer_data/kpf/Json/0322.json,1078.0,16525.714286,3,42000.0,3.986913,604391.953205,302889.497284,73978.039528,151351.039193,170152.916909,94.131667
0323,design_explorer_data/kpf/Images/0323.png,design_explorer_data/kpf/Json/0323.json,784.0,23608.163265,3,42000.0,3.986913,531169.106711,232727.07821,57268.925934,116075.2727,98971.465961,93.4225
0324,design_explorer_data/kpf/Images/0324.png,design_explorer_data/kpf/Json/0324.json,826.0,22523.076923,3,42000.0,3.986913,546093.146169,247651.117669,60999.935799,123537.292429,111373.832283,93.676667
0325,design_explorer_data/kpf/Images/0325.png,design_explorer_data/kpf/Json/0325.json,882.0,21064.285714,3,42000.0,3.986913,562592.889306,264150.860806,65124.871583,131787.163997,125669.09269,93.745833
0326,design_explorer_data/kpf/Images/0326.png,design_explorer_data/kpf/Json/0326.json,952.0,19200.0,3,42000.0,3.986913,576927.155358,278485.126858,68708.438096,138954.297023,137738.095146,94.041667
0327,design_explorer_data/kpf/Images/0327.png,design_explorer_data/kpf/Json/0327.json,854.0,21533.333333,3,42000.0,3.986913,552561.37106,254454.771428,62616.992022,127130.390869,120382.429696,93.9075
0328,design_explorer_data/kpf/Images/0328.png,design_explorer_data/kpf/Json/0328.json,910.0,20193.103448,3,42000.0,3.986913,569061.114197,270954.514565,66741.927806,135380.262438,134683.971962,94.503333
0329,design_explorer_data/kpf/Images/0329.png,design_explorer_data/kpf/Json/0329.json,980.0,18457.142857,3,42000.0,3.986913,583395.380249,285288.780617,70325.494319,142547.395463,146315.264067,94.391667
0330,design_explorer_data/kpf/Images/0330.png,design_explorer_data/kpf/Json/0330.json,952.0,19081.967213,3,42000.0,3.986913,578566.459576,279480.339135,69118.264151,139157.303088,146005.970144,94.693333
0331,design_explorer_data/kpf/Images/0331.png,design_explorer_data/kpf/Json/0331.json,1036.0,17480.597015,3,42000.0,3.986913,599895.123386,300809.002944,74450.430103,149821.634992,162023.155453,94.633333
0332,design_explorer_data/kpf/Images/0332.png,design_explorer_data/kpf/Json/0332.json,1106.0,16150.0,3,42000.0,3.986913,614229.389437,317526.453545,78033.996616,158379.820982,179839.626937,94.944167
0333,design_explorer_data/kpf/Images/0333.png,design_explorer_data/kpf/Json/0333.json,882.0,20614.285714,3,42000.0,3.994651,559029.595951,267511.783128,66344.474133,134434.85548,130167.082291,94.683333
0334,design_explorer_data/kpf/Images/0334.png,design_explorer_data/kpf/Json/0334.json,938.0,19380.0,3,42000.0,3.994651,575529.339088,284011.526265,70469.409917,142684.727049,144086.029627,95.138333
0335,design_explorer_data/kpf/Images/0335.png,design_explorer_data/kpf/Json/0335.json,1008.0,17760.0,3,42000.0,3.994651,589863.60514,298345.792316,74052.97643,149851.860075,155287.369174,95.048333
0336,design_explorer_data/kpf/Images/0336.png,design_explorer_data/kpf/Json/0336.json,980.0,18342.857143,3,42000.0,3.994651,585034.684467,292737.024112,72845.746262,146659.347024,155027.526832,94.694167
0337,design_explorer_data/kpf/Images/0337.png,design_explorer_data/kpf/Json/0337.json,1064.0,16852.173913,3,42000.0,3.994651,606363.348277,314065.687921,78177.912214,157323.678928,171024.024689,95.3275
0338,design_explorer_data/kpf/Images/0338.png,design_explorer_data/kpf/Json/0338.json,1134.0,15600.0,3,42000.0,3.994651,620697.614329,329583.788453,81761.478727,165084.02216,187599.7712,95.761667
0339,design_explorer_data/kpf/Images/0339.png,design_explorer_data/kpf/Json/0339.json,1036.0,17373.134328,3,42000.0,4.012905,601534.427605,315136.476772,79269.841259,158151.104866,173499.922169,95.001667
0340,design_explorer_data/kpf/Images/0340.png,design_explorer_data/kpf/Json/0340.json,1106.0,16050.0,3,42000.0,4.012905,615868.693656,329470.742824,82853.407772,165318.237892,184250.621707,95.615833
0341,design_explorer_data/kpf/Images/0341.png,design_explorer_data/kpf/Json/0341.json,1190.0,14907.692308,3,42000.0,4.012905,637197.357466,350799.406634,88185.573725,175982.569797,203761.732034,95.664167
0342,design_explorer_data/kpf/Images/0342.png,design_explorer_data/kpf/Json/0342.json,1274.0,13885.714286,3,42000.0,4.017865,657666.116161,382638.978673,94317.824402,192853.112498,231001.988628,96.108333
0343,design_explorer_data/kpf/Images/0343.png,design_explorer_data/kpf/Json/0343.json,812.0,22800.0,3,45150.0,4.10226,541006.542943,249638.707345,61496.833218,124531.087267,111655.187812,94.853333
0344,design_explorer_data/kpf/Images/0344.png,design_explorer_data/kpf/Json/0344.json,840.0,21781.132075,3,45150.0,4.10226,547474.767834,256106.932236,63113.889441,127765.199713,117543.448558,95.6275
0345,design_explorer_data/kpf/Images/0345.png,design_explorer_data/kpf/Json/0345.json,896.0,20400.0,3,45150.0,4.10226,563974.510971,272606.675374,67238.825225,136015.071281,131841.999462,95.825
0346,design_explorer_data/kpf/Images/0346.png,design_explorer_data/kpf/Json/0346.json,966.0,18619.354839,3,45150.0,4.10226,578308.777023,286940.941425,70822.391738,143182.204307,143690.853777,96.094167
0347,design_explorer_data/kpf/Images/0347.png,design_explorer_data/kpf/Json/0347.json,882.0,20871.428571,3,45150.0,4.10226,562398.807293,271014.662915,66844.899306,135221.783182,132382.609204,95.895
0348,design_explorer_data/kpf/Images/0348.png,design_explorer_data/kpf/Json/0348.json,938.0,19620.0,3,45150.0,4.10226,578898.55043,287514.406052,70969.83509,143471.654751,146301.55654,96.354167
0349,design_explorer_data/kpf/Images/0349.png,design_explorer_data/kpf/Json/0349.json,1008.0,17981.538462,3,45150.0,4.10226,593232.816481,301848.672104,74553.401603,150638.787776,157502.896088,96.266667
0350,design_explorer_data/kpf/Images/0350.png,design_explorer_data/kpf/Json/0350.json,980.0,18571.428571,3,45150.0,4.10226,588403.895809,296239.903899,73346.171435,147446.274725,157243.053745,95.800833
0351,design_explorer_data/kpf/Images/0351.png,design_explorer_data/kpf/Json/0351.json,1064.0,17060.869565,3,45150.0,4.10226,609732.559618,317568.567709,78678.337387,158110.60663,173239.551603,96.434167
0352,design_explorer_data/kpf/Images/0352.png,design_explorer_data/kpf/Json/0352.json,1134.0,15794.594595,3,45150.0,4.10226,624066.82567,333086.668241,82261.9039,165870.949861,189815.298114,96.8225
0353,design_explorer_data/kpf/Images/0353.png,design_explorer_data/kpf/Json/0353.json,910.0,20006.896552,3,45150.0,4.107243,568867.032184,283030.958363,70224.267942,142194.443098,141806.463717,96.5575
0354,design_explorer_data/kpf/Images/0354.png,design_explorer_data/kpf/Json/0354.json,966.0,18851.612903,3,45150.0,4.107243,585366.775321,299530.701501,74349.203726,150444.314667,155342.816124,96.599167
0355,design_explorer_data/kpf/Images/0355.png,design_explorer_data/kpf/Json/0355.json,1036.0,17319.402985,3,45150.0,4.107243,599701.041372,313864.967552,77932.770239,157611.447693,166114.203114,96.8675
0356,design_explorer_data/kpf/Images/0356.png,design_explorer_data/kpf/Json/0356.json,1008.0,17870.769231,3,45150.0,4.107243,594872.1207,308841.758053,76725.540071,155002.69853,165903.513216,96.410833
0357,design_explorer_data/kpf/Images/0357.png,design_explorer_data/kpf/Json/0357.json,1092.0,16461.971831,3,45150.0,4.107243,616200.78451,330170.421863,82057.706023,165667.030435,181900.011073,97.151667
0358,design_explorer_data/kpf/Images/0358.png,design_explorer_data/kpf/Json/0358.json,1162.0,15268.421053,3,45150.0,4.107243,630535.050561,344507.273846,85641.272536,172836.749392,197025.228196,97.319167
0359,design_explorer_data/kpf/Images/0359.png,design_explorer_data/kpf/Json/0359.json,1064.0,16956.521739,3,45150.0,4.113057,611371.863837,329125.272289,82767.040139,165145.502624,183991.518806,96.8025
0360,design_explorer_data/kpf/Images/0360.png,design_explorer_data/kpf/Json/0360.json,1134.0,15697.297297,3,45150.0,4.113057,625706.129888,343459.53834,86350.606651,172312.63565,194742.218345,97.25
0361,design_explorer_data/kpf/Images/0361.png,design_explorer_data/kpf/Json/0361.json,1218.0,14610.0,3,45150.0,4.113057,647034.793698,364788.20215,91682.772604,182976.967555,213393.423558,97.46
0362,design_explorer_data/kpf/Images/0362.png,design_explorer_data/kpf/Json/0362.json,1302.0,13632.55814,3,45150.0,4.113611,667503.552394,394907.963961,97385.070724,198987.605142,240203.727594,97.700833
0363,design_explorer_data/kpf/Images/0363.png,design_explorer_data/kpf/Json/0363.json,952.0,19200.0,3,48800.0,4.257351,583094.844693,306309.721217,76043.958655,153833.824525,159265.535858,99.469167
0364,design_explorer_data/kpf/Images/0364.png,design_explorer_data/kpf/Json/0364.json,994.0,18131.25,3,48800.0,4.257351,591835.000212,315049.876736,78228.997535,158203.902285,166596.611259,99.316667
0365,design_explorer_data/kpf/Images/0365.png,design_explorer_data/kpf/Json/0365.json,1064.0,16695.652174,3,48800.0,4.257351,606169.266263,329384.142788,81812.564048,165371.035311,177347.310797,99.894167
0366,design_explorer_data/kpf/Images/0366.png,design_explorer_data/kpf/Json/0366.json,1036.0,17211.940298,3,48800.0,4.257351,601340.345591,324555.222115,80605.33388,162956.574974,176777.704783,99.550833
0367,design_explorer_data/kpf/Images/0367.png,design_explorer_data/kpf/Json/0367.json,1120.0,15895.890411,3,48800.0,4.257351,622669.009401,345883.885925,85937.499832,173620.906879,192774.20264,99.9975
0368,design_explorer_data/kpf/Images/0368.png,design_explorer_data/kpf/Json/0368.json,1190.0,14769.230769,3,48800.0,4.257351,637003.275452,360218.151977,89521.066345,180788.039905,207039.514649,100.138333
0369,design_explorer_data/kpf/Images/0369.png,design_explorer_data/kpf/Json/0369.json,1092.0,16360.56338,3,48800.0,4.258034,617840.088728,343501.74805,86264.239018,172139.900383,194870.795688,99.938333
0370,design_explorer_data/kpf/Images/0370.png,design_explorer_data/kpf/Json/0370.json,1162.0,15173.68421,3,48800.0,4.258034,632174.35478,357836.014101,89847.805531,179307.033408,205621.495227,100.413333
0371,design_explorer_data/kpf/Images/0371.png,design_explorer_data/kpf/Json/0371.json,1246.0,14151.219512,3,48800.0,4.258034,653503.018589,379164.677911,95179.971483,189971.365313,223612.256015,100.583333
0372,design_explorer_data/kpf/Images/0372.png,design_explorer_data/kpf/Json/0372.json,1330.0,13227.272727,3,48800.0,4.258034,673971.777285,407567.215425,100452.317046,205122.097786,249795.732736,100.935
0373,design_explorer_data/kpf/Images/0373.png,design_explorer_data/kpf/Json/0373.json,1148.0,15600.0,3,52775.0,4.355843,634339.831865,371091.658838,93258.636776,186128.695899,215466.308718,101.948333
0374,design_explorer_data/kpf/Images/0374.png,design_explorer_data/kpf/Json/0374.json,1218.0,14520.0,3,52775.0,4.355843,648674.097917,385425.924889,96842.203289,193295.828925,226217.008257,102.229167
0375,design_explorer_data/kpf/Images/0375.png,design_explorer_data/kpf/Json/0375.json,1288.0,13567.058823,3,52775.0,4.355843,663008.363968,399760.190941,100425.769802,200462.96195,238286.010713,102.433333
0376,design_explorer_data/kpf/Images/0376.png,design_explorer_data/kpf/Json/0376.json,1386.0,12743.478261,3,52775.0,4.355843,690471.520422,431761.466592,106586.80969,217414.356457,267832.217875,102.846667
0377,design_explorer_data/kpf/Images/0377.png,design_explorer_data/kpf/Json/0377.json,1456.0,12000.0,3,56850.0,4.417775,704805.786473,462387.383046,114254.925495,232727.314684,290813.291907,105.025833
0378,design_explorer_data/kpf/Images/0378.png,design_explorer_data/kpf/Json/0378.json,644.0,30000.0,2,38650.0,4.081724,488039.896372,165901.599851,42031.099597,84062.199194,49305.712989,87.301667
0379,design_explorer_data/kpf/Images/0379.png,design_explorer_data/kpf/Json/0379.json,658.0,29010.0,2,38650.0,4.081724,491133.204294,169019.931169,42804.426577,85608.853155,51790.744307,88.4275
0380,design_explorer_data/kpf/Images/0380.png,design_explorer_data/kpf/Json/0380.json,686.0,27771.428571,2,38650.0,4.081724,500970.640526,179044.31159,45263.785635,90527.571271,56897.564554,89.015833
0381,design_explorer_data/kpf/Images/0381.png,design_explorer_data/kpf/Json/0381.json,714.0,26318.181818,2,38650.0,4.081724,507438.865417,185510.724394,46880.841858,93761.683716,62133.28127,89.710833
0382,design_explorer_data/kpf/Images/0382.png,design_explorer_data/kpf/Json/0382.json,770.0,24300.0,2,38650.0,4.081724,523938.608554,202204.457222,51005.777642,102011.555285,77941.870634,89.729167
0383,design_explorer_data/kpf/Images/0383.png,design_explorer_data/kpf/Json/0383.json,840.0,21849.056604,2,38650.0,4.081724,538272.874606,216538.723273,54589.344155,109178.688311,93411.704574,89.3975
0384,design_explorer_data/kpf/Images/0384.png,design_explorer_data/kpf/Json/0384.json,672.0,28068.292683,2,38650.0,4.081724,494226.512215,176489.935126,43978.127897,89054.200652,56916.4302,88.828333
0385,design_explorer_data/kpf/Images/0385.png,design_explorer_data/kpf/Json/0385.json,700.0,26902.325581,2,38650.0,4.081724,504063.948447,186327.371358,46437.486955,93972.918768,61675.529147,89.465
